purID,productID,cost,amount
1006,18,4.05,2
1006,84,1.19,3
1007,126,7.73,3
1007,62,4.22,2
1007,69,2.89,3
1007,18,3.84,2
1007,111,0.55,1
1008,123,2.93,4
1008,131,22.15,2
1008,64,1.16,1
1008,106,2.95,1
1008,85,2.01,1
1008,144,20.41,2
1008,95,3.56,1
1008,137,2.59,3
1009,151,2.08,2
1009,26,3.2,3
1009,89,3.67,2
1009,112,1.72,1
1010,81,4.53,3
1010,122,2.26,3
1010,75,1.15,1
1010,135,0.53,1
1010,4,1.48,2
1011,30,1.58,3
1011,101,1.25,2
1011,13,1.38,3
1011,78,3.48,2
1011,146,0.9,1
1012,98,4.57,4
1012,21,7.21,3
1012,69,2.76,3
1012,5,1.03,1
1012,105,0.63,3
1012,13,0.78,4
1012,40,5.03,4
1013,25,16.47,3
1013,140,16.74,3
1013,145,0.88,3
1013,151,1.95,3
1013,19,4.02,3
1014,87,4.4,1
1014,95,4.28,1
1014,21,7.42,3
1014,39,7.51,3
1014,37,5.5,4
1015,45,22.72,4
1015,129,15.48,1
1015,109,3.78,3
1015,135,0.67,1
1015,66,2.5,3
1016,150,1.75,2
1016,30,1.84,2
1016,13,0.78,3
1016,81,4.78,4
1016,4,1.34,1
1016,22,8.88,3
1016,142,30.38,4
1016,69,2.76,4
1017,102,1.88,3
1017,154,2.43,1
1017,55,17.01,3
1017,139,0.42,2
1017,128,1.14,4
1017,131,22.15,1
1017,149,69.59,2
1018,127,5.02,3
1018,152,2.32,1
1019,107,12.55,2
1019,127,5.31,4
1020,54,17.32,3
1020,136,14.64,4
1020,85,2.02,3
1020,8,1.38,1
1020,6,1.76,2
1021,95,3.56,4
1021,72,0.79,4
1021,23,6.14,2
1021,104,0.89,2
1021,60,2.86,1
1022,60,3.45,4
1022,149,74.11,2
1022,52,17.0,4
1022,152,3.13,4
1023,3,1.19,4
1023,36,3.83,3
1023,106,2.33,2
1023,133,5.04,3
1023,110,5.55,4
1024,36,3.89,3
1024,54,11.68,1
1024,73,0.69,3
1024,105,0.63,2
1025,99,3.77,2
1025,49,9.6,2
1025,135,0.63,1
1025,24,7.22,3
1025,60,3.9,2
1025,120,0.87,2
1025,129,8.81,1
1026,87,3.51,1
1026,90,9.17,2
1027,65,3.57,4
1027,148,1.95,1
1027,28,2.05,3
1027,8,1.38,1
1027,82,0.81,2
1027,42,1.77,1
1027,9,1.89,4
1027,5,0.92,2
1028,154,3.41,3
1028,114,1.54,2
1028,100,3.21,3
1028,146,0.94,2
1029,81,4.49,1
1029,140,22.29,2
1029,45,20.69,3
1029,130,27.16,2
1030,132,5.32,2
1030,89,4.37,2
1030,96,5.93,2
1030,47,20.06,1
1030,88,6.92,4
1030,127,5.27,3
1031,96,3.83,3
1031,9,1.84,3
1031,130,9.41,3
1031,22,7.59,2
1032,151,1.79,2
1032,66,2.34,1
1032,93,3.23,4
1032,57,2.51,1
1032,16,2.42,1
1032,35,2.91,2
1032,150,1.26,1
1032,56,1.8,2
1033,98,5.6,4
1033,47,22.27,3
1033,93,0.08,3
1033,3,1.01,1
1034,34,2.23,4
1034,61,4.11,3
1034,55,16.9,3
1034,73,0.75,4
1034,32,3.23,1
1035,22,7.59,3
1035,75,0.74,3
1035,112,1.78,4
1035,102,2.49,3
1035,72,0.76,4
1035,153,0.99,1
1036,5,1.08,2
1036,8,1.16,4
1036,33,2.79,1
1036,64,1.39,2
1036,120,3.57,2
1036,29,7.74,1
1037,52,20.75,3
1037,75,0.58,4
1037,137,1.54,1
1037,118,3.27,4
1037,99,4.82,3
1037,25,15.51,4
1037,47,22.49,1
1038,21,7.04,4
1038,48,20.18,1
1038,62,3.94,1
1038,14,1.55,1
1038,65,3.6,2
1038,100,3.88,2
1038,103,2.83,2
1039,6,1.76,2
1039,19,3.95,2
1039,76,1.42,3
1040,67,2.58,4
1040,148,2.22,1
1040,132,4.87,2
1040,77,2.56,2
1041,46,11.25,2
1041,75,1.01,4
1041,1,2.02,4
1042,108,1.92,1
1042,119,1.33,1
1042,130,16.86,4
1042,42,1.67,2
1042,79,2.99,2
1042,38,5.64,4
1042,153,2.76,1
1042,118,4.01,2
1043,26,1.61,4
1043,57,2.45,3
1043,68,2.64,2
1043,108,3.25,4
1044,110,5.38,4
1044,69,2.82,2
1044,30,2.36,3
1044,63,4.03,1
1044,126,6.77,1
1044,4,1.05,2
1044,40,5.16,4
1045,88,5.16,4
1045,142,24.76,3
1045,70,3.2,4
1045,19,3.95,1
1045,133,9.88,4
1046,53,25.51,1
1046,34,1.89,4
1046,37,6.4,3
1047,112,1.56,2
1047,147,-0.06,3
1048,92,2.37,4
1048,129,13.83,2
1048,4,1.16,3
1049,108,1.12,2
1049,26,2.87,3
1050,14,1.74,4
1050,105,1.22,4
1050,102,1.73,3
1051,4,1.34,1
1051,63,3.63,1
1051,110,5.72,1
1052,78,2.81,1
1052,18,3.56,1
1052,133,8.53,4
1052,135,0.63,4
1052,148,2.04,4
1053,62,4.02,2
1053,145,1.01,4
1053,40,5.7,2
1053,104,1.21,4
1053,89,3.59,3
1054,51,12.61,1
1054,31,1.66,1
1054,66,2.53,1
1054,98,5.41,2
1054,52,23.44,3
1054,64,1.28,2
1054,129,10.15,4
1054,10,1.48,2
1055,69,3.09,2
1055,32,4.85,2
1055,35,3.69,3
1055,81,4.04,3
1055,147,6.08,2
1056,121,4.26,4
1056,51,18.18,1
1056,66,2.52,4
1056,86,5.36,4
1057,17,4.97,3
1057,137,2.93,1
1058,45,20.73,1
1058,4,1.92,1
1058,109,3.63,4
1058,23,5.97,2
1058,132,4.83,1
1058,52,16.9,3
1058,2,1.52,2
1059,143,3.29,4
1059,9,1.7,2
1059,123,2.05,4
1059,70,2.55,1
1060,145,1.03,2
1060,91,1.31,4
1060,135,0.49,3
1060,12,1.65,3
1061,26,4.44,3
1061,57,2.35,4
1061,66,2.72,3
1061,149,54.38,2
1062,51,12.53,2
1062,42,1.78,3
1063,46,11.76,4
1063,113,5.79,1
1063,91,1.53,3
1063,48,18.51,2
1063,151,1.66,3
1063,28,4.46,3
1063,150,1.4,1
1063,107,9.92,1
1064,84,1.42,3
1064,14,1.75,4
1064,90,11.17,3
1065,18,4.09,1
1065,6,1.76,3
1065,115,4.63,1
1065,81,5.27,3
1065,126,6.77,1
1065,113,4.85,3
1066,152,2.74,3
1066,75,0.09,2
1066,50,10.93,2
1066,44,16.78,3
1066,70,2.47,2
1066,14,1.66,1
1066,87,5.07,1
1066,42,1.91,3
1067,48,16.14,2
1067,38,5.37,4
1067,5,0.88,3
1068,18,3.89,2
1068,39,6.72,3
1068,32,4.26,2
1069,12,1.45,1
1069,142,38.37,4
1070,125,0.52,1
1070,50,11.22,4
1070,49,10.32,2
1070,115,5.68,1
1071,86,6.3,4
1071,2,1.53,3
1071,92,1.98,3
1071,103,4.75,2
1072,113,7.22,3
1072,69,3.77,4
1072,15,1.85,2
1072,141,27.77,4
1072,98,5.65,2
1073,87,5.54,2
1073,63,4.16,4
1074,142,30.38,2
1074,6,1.96,3
1075,141,24.41,4
1075,132,5.5,3
1076,79,3.72,2
1076,46,11.78,1
1076,53,26.11,1
1076,35,4.14,1
1076,66,2.35,1
1076,130,14.37,3
1077,84,1.4,2
1077,44,19.87,1
1077,151,1.95,2
1077,24,6.9,2
1077,83,2.33,3
1078,10,1.48,2
1078,121,7.48,3
1078,67,3.04,3
1078,61,3.79,2
1078,152,2.95,1
1078,5,1.03,2
1078,137,0.94,1
1078,39,7.0,4
1079,125,0.59,2
1079,37,6.4,1
1079,98,5.53,1
1079,12,1.43,2
1080,81,3.55,4
1080,94,3.0,3
1080,152,2.05,2
1080,51,13.67,4
1080,67,2.77,2
1080,8,1.26,1
1080,5,1.0,4
1081,26,3.42,4
1081,104,0.89,1
1081,136,10.08,1
1081,3,1.07,4
1081,133,6.93,4
1081,137,2.13,4
1081,151,2.0,2
1081,28,4.44,3
1082,108,2.18,2
1082,43,1.73,2
1083,149,77.83,3
1083,44,19.27,4
1084,89,4.08,1
1084,83,3.29,3
1085,4,1.68,4
1085,71,0.63,4
1086,39,8.06,4
1086,152,2.3,3
1086,95,3.87,2
1086,123,2.0,3
1086,114,1.67,2
1086,86,4.86,2
1086,3,1.26,3
1087,15,2.47,1
1087,60,4.12,3
1087,21,7.42,3
1087,134,11.18,4
1087,71,0.68,2
1088,83,1.86,4
1088,141,23.39,2
1088,120,3.04,2
1088,11,1.16,3
1088,146,0.85,4
1088,108,1.92,2
1088,91,1.21,4
1088,74,1.57,3
1089,4,1.49,1
1089,150,1.55,2
1089,22,7.19,4
1089,47,24.36,4
1089,154,1.54,4
1089,20,7.67,2
1089,25,14.64,1
1090,105,1.09,3
1090,66,2.38,2
1090,110,5.89,4
1091,131,33.1,1
1091,77,2.06,4
1092,151,1.95,4
1092,79,3.02,2
1092,45,17.4,3
1092,14,1.66,3
1092,148,2.36,2
1092,106,1.33,1
1092,49,10.06,4
1093,70,2.33,1
1093,150,1.99,3
1093,53,31.51,4
1093,120,1.23,2
1093,81,4.93,3
1093,107,10.56,2
1093,63,4.35,1
1093,30,1.85,2
1094,5,1.09,4
1094,72,0.57,2
1094,13,1.38,1
1094,42,1.91,1
1094,47,25.18,3
1094,116,1.18,2
1094,53,25.71,2
1095,8,1.15,4
1095,26,3.01,2
1096,76,2.31,2
1096,33,2.23,4
1096,75,0.33,4
1096,146,0.88,4
1096,19,3.94,3
1096,89,4.43,1
1096,128,1.68,2
1096,41,6.5,4
1097,83,3.1,3
1097,137,1.16,3
1097,152,2.94,1
1097,92,2.13,3
1097,133,11.17,2
1097,10,1.67,1
1097,11,0.9,3
1098,48,23.84,4
1098,65,3.49,1
1098,31,2.13,3
1099,138,9.19,3
1099,53,32.26,1
1099,110,5.42,3
1099,85,2.18,3
1099,100,3.66,4
1099,64,1.49,2
1099,115,2.32,3
1100,95,3.8,3
1100,109,3.82,2
1100,68,2.31,1
1100,80,3.68,3
1100,81,3.38,4
1100,8,1.08,1
1100,10,1.63,2
1100,123,4.55,4
1101,52,22.1,4
1101,124,2.1,4
1101,72,0.76,2
1102,58,2.5,1
1102,87,5.72,2
1102,130,14.08,3
1102,79,3.83,3
1102,95,3.61,4
1103,18,3.56,4
1103,48,16.95,3
1103,75,0.73,4
1103,132,4.26,1
1103,105,0.75,2
1103,12,1.48,2
1103,25,14.61,1
1103,93,4.01,1
1104,3,1.13,3
1104,6,1.85,4
1105,69,3.6,4
1105,53,29.89,3
1105,45,19.52,1
1105,52,21.09,3
1105,29,8.94,1
1105,18,4.14,1
1105,134,8.73,3
1105,49,9.8,1
1106,97,5.7,1
1106,144,17.24,3
1106,19,3.95,3
1106,149,70.12,2
1106,146,0.89,4
1107,63,3.36,1
1107,134,14.23,4
1108,56,1.52,2
1108,100,4.48,1
1108,107,11.8,1
1109,22,7.83,3
1109,4,1.32,2
1109,53,22.18,4
1109,16,2.45,2
1110,38,4.63,1
1110,49,8.78,4
1110,18,3.98,1
1110,77,1.34,3
1110,129,12.98,4
1111,79,2.88,3
1111,15,2.14,1
1111,45,20.65,4
1111,106,3.35,2
1111,143,2.49,1
1111,114,2.14,3
1112,97,5.64,3
1112,124,1.75,2
1112,25,15.3,4
1112,3,1.38,1
1112,94,2.68,4
1112,1,1.46,2
1113,13,1.38,1
1113,64,1.36,4
1114,38,4.92,3
1114,14,1.82,3
1114,7,1.41,3
1115,110,5.23,2
1115,130,14.98,3
1115,24,6.83,1
1115,151,1.8,3
1115,7,1.41,1
1115,18,3.84,1
1115,70,2.51,1
1115,9,1.85,3
1116,64,1.15,2
1116,15,1.78,1
1116,33,2.03,4
1116,124,1.92,2
1116,139,0.73,4
1116,72,0.86,4
1117,128,1.66,2
1117,130,12.74,3
1117,14,1.71,3
1117,86,2.32,3
1117,124,2.74,4
1117,48,23.84,1
1117,36,4.27,3
1117,12,1.78,4
1118,80,3.43,4
1118,143,4.5,4
1118,149,62.24,4
1118,109,4.28,4
1118,100,4.3,4
1118,72,0.84,4
1119,112,1.63,4
1119,60,3.79,4
1119,77,2.55,4
1119,87,4.94,1
1119,2,1.79,3
1119,146,0.75,2
1119,86,5.64,1
1120,142,31.23,1
1120,93,0.77,2
1120,49,10.25,4
1120,99,4.08,2
1121,12,1.43,2
1121,8,1.38,4
1121,138,11.32,3
1121,104,1.21,2
1122,56,1.56,2
1122,7,1.48,1
1122,110,5.56,2
1122,139,0.51,2
1122,66,2.63,1
1123,132,5.42,1
1123,111,1.6,2
1123,35,4.22,2
1123,89,4.26,3
1123,59,2.09,4
1124,84,1.28,3
1124,56,1.72,4
1124,64,1.44,2
1124,140,14.99,4
1124,26,1.74,4
1124,22,8.13,4
1125,8,0.92,4
1125,121,7.73,2
1125,40,6.12,2
1125,146,0.86,4
1125,32,3.63,3
1125,98,5.93,3
1126,79,3.72,4
1126,81,3.32,3
1126,102,2.07,4
1126,108,2.18,2
1126,97,5.35,1
1126,83,3.1,3
1127,102,1.49,1
1127,116,1.0,4
1127,135,0.53,3
1127,88,5.91,1
1127,64,1.53,1
1127,142,29.09,1
1127,24,7.31,3
1127,144,14.55,1
1128,49,9.8,1
1128,63,4.0,2
1128,12,1.78,2
1128,43,1.72,3
1128,119,1.41,4
1128,81,3.93,3
1128,25,16.66,1
1129,130,13.98,2
1129,129,15.44,3
1129,40,5.42,2
1130,68,2.56,2
1130,50,11.88,2
1130,106,2.28,3
1130,105,0.63,1
1130,59,1.66,4
1130,127,4.93,4
1130,111,1.05,3
1131,151,2.14,4
1131,147,5.07,2
1131,63,3.73,1
1131,126,6.83,1
1131,10,1.54,3
1131,138,7.36,4
1132,143,4.74,4
1132,111,1.07,2
1132,104,1.73,1
1133,63,4.33,4
1133,140,17.81,1
1133,100,4.73,2
1134,53,25.96,4
1134,145,0.95,4
1134,74,0.85,3
1134,121,5.01,2
1134,37,4.89,3
1134,78,2.62,2
1134,142,28.7,3
1134,97,5.64,4
1135,120,1.55,2
1135,26,3.55,1
1135,103,3.89,4
1136,116,1.47,1
1136,72,0.78,3
1136,84,1.18,2
1136,61,4.09,2
1136,5,0.97,2
1136,19,3.82,2
1137,80,3.89,4
1137,37,4.89,2
1137,36,4.33,1
1138,42,1.96,2
1138,19,3.78,1
1138,144,18.71,3
1138,78,2.45,2
1138,99,4.82,3
1138,111,1.1,4
1138,124,1.9,4
1139,90,7.7,3
1139,33,2.37,4
1139,67,3.07,3
1139,102,2.22,1
1139,51,17.78,4
1139,83,3.0,4
1140,146,0.75,2
1140,109,3.99,3
1140,1,2.36,2
1140,141,25.07,1
1140,154,2.77,4
1140,79,2.96,4
1140,142,29.82,4
1140,61,3.56,2
1141,107,13.3,2
1141,59,2.24,3
1142,61,3.9,1
1142,11,0.97,1
1143,128,0.83,4
1143,150,1.25,3
1143,103,3.9,3
1143,68,2.37,1
1143,35,3.93,3
1143,147,3.29,2
1143,140,18.22,4
1143,70,2.75,1
1144,154,2.91,4
1144,143,4.33,1
1145,119,1.28,1
1145,105,0.79,3
1145,141,24.62,1
1145,128,2.64,4
1145,3,1.16,3
1145,117,5.18,1
1146,115,3.87,1
1146,63,4.21,4
1146,89,3.06,4
1146,64,1.04,3
1146,134,12.1,1
1146,131,30.63,2
1146,126,5.54,2
1147,75,0.83,4
1147,134,10.23,2
1147,38,5.15,2
1148,143,4.18,1
1148,118,3.34,3
1148,25,15.83,1
1148,87,3.35,2
1148,79,3.81,1
1148,151,1.87,1
1148,103,3.4,1
1148,149,54.38,3
1149,72,0.57,1
1149,44,18.65,2
1149,60,3.97,1
1149,95,3.56,4
1150,19,3.97,2
1150,17,3.57,2
1151,130,19.61,4
1151,4,1.32,1
1151,74,1.92,2
1152,109,3.73,1
1152,101,0.96,1
1152,12,1.63,4
1153,114,1.73,4
1153,90,9.64,3
1153,128,2.37,3
1153,59,2.41,4
1154,41,6.61,1
1154,108,1.5,3
1154,109,3.75,2
1154,53,23.29,1
1154,147,8.3,1
1154,94,2.33,2
1154,133,9.59,1
1154,49,10.24,3
1155,33,2.86,2
1155,4,1.05,1
1156,12,1.47,3
1156,93,1.86,1
1156,149,64.94,4
1156,119,1.4,2
1157,104,0.55,3
1157,59,2.62,3
1157,16,2.54,4
1157,99,4.82,3
1157,100,4.14,2
1157,151,1.59,2
1157,93,2.26,1
1158,81,4.61,4
1158,110,6.0,1
1158,133,8.05,4
1158,12,1.41,3
1158,50,12.28,2
1159,82,1.01,3
1159,35,2.58,2
1159,86,3.35,4
1159,30,1.25,2
1159,74,0.85,4
1160,101,1.02,4
1160,63,3.12,2
1160,127,4.73,2
1160,67,2.62,1
1160,50,10.15,2
1160,121,2.12,1
1160,51,20.57,1
1160,27,8.45,2
1161,23,6.0,4
1161,150,1.6,1
1161,92,2.83,3
1161,154,3.28,4
1161,19,3.88,3
1161,54,12.38,2
1161,106,1.98,2
1161,27,7.87,2
1162,92,1.98,4
1162,83,2.07,2
1162,51,15.07,1
1162,64,1.61,2
1162,137,2.48,2
1162,114,1.41,3
1163,88,6.92,2
1163,61,4.18,2
1163,48,20.99,3
1163,6,1.84,4
1163,69,2.46,2
1164,38,5.82,2
1164,138,9.19,1
1165,12,1.78,3
1165,131,27.75,4
1165,115,4.69,3
1165,98,5.51,4
1166,107,10.71,3
1166,125,0.51,4
1166,90,9.98,2
1167,44,17.1,2
1167,118,4.46,3
1167,45,20.97,4
1167,113,7.57,1
1168,74,1.46,1
1168,14,1.75,2
1168,20,7.78,4
1168,88,5.96,1
1169,127,4.59,1
1169,52,17.71,1
1170,18,4.04,4
1170,41,6.28,2
1170,146,0.98,4
1170,136,14.64,4
1170,127,5.21,3
1170,23,6.58,4
1171,53,32.26,4
1171,89,4.37,3
1171,136,12.83,3
1171,140,21.08,2
1171,47,20.06,1
1171,50,13.36,2
1171,19,3.97,2
1172,35,4.73,4
1172,57,1.96,4
1172,1,1.95,3
1172,146,1.01,3
1172,50,10.85,3
1172,26,3.84,3
1173,115,4.07,1
1173,25,16.87,2
1173,139,0.64,2
1174,145,0.95,1
1174,22,8.02,3
1174,37,5.88,3
1174,114,1.73,2
1175,62,3.0,3
1175,30,1.37,1
1175,105,1.16,2
1175,102,1.85,3
1175,153,4.34,4
1176,37,5.76,1
1176,126,6.77,2
1176,88,4.22,4
1176,143,5.07,4
1176,135,0.58,3
1176,111,1.2,3
1176,35,3.63,4
1176,54,20.11,2
1177,122,2.28,1
1177,45,19.52,4
1177,143,5.88,2
1177,79,2.88,2
1178,57,1.84,1
1178,110,5.7,2
1178,88,6.4,4
1179,88,5.15,4
1179,35,3.11,1
1180,120,2.64,3
1180,90,7.61,4
1180,86,5.56,2
1180,113,7.82,1
1181,79,2.05,1
1181,137,2.67,3
1182,78,3.3,3
1182,48,20.38,4
1182,30,1.78,1
1183,32,3.11,2
1183,28,2.9,2
1184,110,5.55,1
1184,81,4.63,4
1184,40,5.7,3
1184,100,4.51,1
1184,137,3.22,1
1184,112,1.77,2
1185,46,13.02,1
1185,29,8.47,4
1185,60,3.9,2
1185,123,3.31,3
1185,110,6.09,1
1185,124,1.51,4
1185,84,1.32,4
1185,59,2.51,3
1186,118,4.05,1
1186,33,2.29,4
1187,128,1.75,2
1187,120,0.87,3
1187,32,4.22,2
1187,62,3.75,3
1187,90,8.09,3
1187,122,2.08,2
1187,98,5.54,1
1187,153,1.81,2
1188,22,8.28,4
1188,30,1.37,3
1188,151,1.97,2
1189,131,22.99,4
1189,7,1.49,1
1189,137,2.21,3
1189,78,3.8,4
1189,89,4.12,1
1189,135,0.58,1
1189,83,3.09,3
1189,21,6.49,3
1190,31,1.51,2
1190,93,4.28,1
1190,141,26.52,3
1190,111,1.1,4
1190,62,3.29,1
1190,16,2.5,3
1191,105,1.18,2
1191,133,8.75,1
1191,117,3.94,3
1191,11,0.75,1
1191,145,1.02,4
1191,21,7.36,3
1191,109,4.37,2
1192,43,1.73,4
1192,55,16.93,2
1192,30,1.54,3
1192,84,1.32,3
1192,85,2.1,4
1192,129,8.81,1
1193,54,14.4,1
1193,20,7.74,4
1193,13,0.58,1
1194,2,1.56,3
1194,116,1.21,3
1194,61,3.33,4
1195,127,6.1,2
1195,61,4.28,3
1195,28,1.48,4
1196,117,8.43,2
1196,90,10.67,2
1196,128,1.4,1
1196,60,3.14,1
1196,38,5.51,3
1197,54,17.98,1
1197,57,1.84,1
1197,86,4.45,1
1198,94,3.06,4
1198,71,0.56,2
1198,111,1.4,3
1199,75,1.22,3
1199,21,6.66,3
1199,128,2.21,1
1199,48,17.42,4
1199,10,1.37,4
1199,2,1.82,3
1200,11,1.13,4
1200,40,5.34,4
1200,133,12.59,1
1200,69,3.6,1
1200,145,0.98,4
1200,58,2.15,4
1201,131,22.17,4
1201,94,2.93,1
1201,91,1.21,1
1201,53,17.06,1
1201,109,2.64,1
1201,48,16.01,2
1202,25,15.82,1
1202,70,3.24,2
1202,52,23.44,2
1202,130,25.7,3
1203,63,3.63,2
1203,52,21.06,2
1203,140,17.33,4
1203,51,13.45,1
1203,116,0.88,3
1203,61,4.17,4
1203,25,14.12,4
1204,31,1.71,2
1204,135,0.59,3
1204,93,2.63,1
1204,32,5.07,2
1204,96,3.26,3
1204,57,2.04,2
1204,92,1.66,2
1205,147,10.68,3
1205,51,19.36,1
1206,151,1.94,1
1206,2,1.27,1
1206,110,5.65,2
1206,108,1.92,4
1207,131,27.75,2
1207,150,1.55,2
1208,33,2.37,4
1208,16,2.64,4
1208,105,1.34,1
1208,7,1.5,2
1208,65,3.49,2
1208,139,0.61,1
1209,62,3.78,3
1209,95,3.77,2
1209,26,2.87,1
1209,86,3.79,4
1209,109,4.56,3
1209,32,3.87,2
1209,30,1.59,4
1209,33,2.65,4
1210,98,5.71,4
1210,106,2.95,3
1210,41,8.29,2
1210,142,26.51,1
1211,127,6.07,1
1211,47,23.76,2
1211,18,3.56,3
1212,27,7.07,4
1212,45,24.74,3
1212,85,2.18,2
1212,56,1.56,2
1212,125,0.48,4
1213,152,2.28,1
1213,134,9.45,2
1213,130,15.31,3
1213,59,2.09,2
1213,109,1.94,2
1213,79,3.24,4
1213,65,3.54,3
1214,32,3.4,4
1214,50,12.7,2
1214,88,6.82,2
1215,135,0.46,2
1215,96,9.15,2
1215,48,23.73,4
1215,17,2.55,3
1215,63,4.16,3
1216,26,3.34,4
1216,126,5.39,4
1216,37,5.86,3
1216,31,1.51,4
1216,24,7.59,1
1216,86,5.4,3
1216,136,12.95,2
1216,29,7.73,2
1217,149,54.33,2
1217,5,0.89,2
1217,152,2.49,1
1217,90,9.64,4
1217,125,0.56,3
1217,40,6.45,2
1218,43,1.67,4
1218,82,0.7,4
1219,52,21.57,1
1219,113,5.23,1
1219,104,1.82,1
1219,61,3.47,3
1219,9,1.88,3
1219,49,9.9,1
1219,48,17.98,4
1220,92,2.76,2
1220,98,5.93,4
1220,30,2.11,4
1221,96,6.14,4
1221,89,3.84,1
1221,35,3.33,3
1221,98,4.89,4
1222,65,3.71,1
1222,8,1.11,1
1222,45,19.85,2
1222,57,2.45,1
1222,66,2.73,1
1222,56,2.33,1
1223,15,2.02,4
1223,43,2.24,1
1224,143,4.95,1
1224,65,3.55,2
1224,42,1.68,4
1224,58,2.27,4
1224,79,3.63,1
1225,11,0.9,4
1225,89,4.12,1
1225,127,5.31,3
1225,3,1.16,3
1225,9,1.74,3
1225,128,2.97,1
1225,133,9.59,2
1226,128,2.51,1
1226,152,3.21,1
1226,33,2.48,1
1226,5,0.85,2
1226,48,19.35,4
1226,52,18.63,2
1227,81,3.45,2
1227,107,13.02,4
1227,84,1.47,4
1227,140,21.13,1
1227,120,1.8,1
1227,23,6.58,1
1228,99,4.02,1
1228,67,3.07,4
1228,78,3.65,2
1228,8,1.59,1
1228,152,3.26,4
1229,98,5.73,4
1229,14,1.73,3
1229,19,3.84,1
1229,27,7.5,4
1229,83,1.99,2
1230,123,3.36,1
1230,89,4.08,4
1230,67,2.47,1
1230,42,1.95,4
1230,91,1.38,4
1231,45,14.29,3
1231,73,0.7,2
1231,87,5.86,3
1231,25,13.85,1
1231,51,14.07,2
1232,100,3.83,3
1232,16,2.85,4
1232,122,1.7,2
1233,116,1.18,3
1233,91,1.51,2
1233,96,9.15,2
1233,43,2.23,3
1233,109,2.74,3
1233,151,1.95,1
1233,5,1.09,1
1233,92,2.75,4
1234,29,7.74,4
1234,34,2.01,2
1234,137,0.68,1
1234,70,2.51,4
1235,122,1.6,4
1235,114,1.33,1
1235,130,14.08,1
1235,142,38.67,3
1235,121,2.12,4
1235,76,1.45,3
1236,134,11.0,2
1236,100,2.75,3
1236,152,2.36,4
1236,119,1.31,3
1237,151,1.86,2
1237,84,1.34,3
1237,120,1.65,4
1238,146,0.74,1
1238,28,2.52,2
1238,6,1.85,4
1239,120,2.18,3
1239,146,0.86,3
1239,134,11.46,3
1239,101,1.05,1
1239,21,6.8,4
1239,38,5.43,3
1239,130,16.51,1
1240,70,2.19,1
1240,85,2.1,1
1240,49,9.75,4
1240,76,2.67,3
1240,84,1.32,2
1240,133,9.74,4
1240,135,0.63,1
1241,26,2.87,2
1241,35,2.5,3
1241,105,0.85,3
1241,10,1.36,4
1241,142,28.25,3
1241,94,3.08,1
1241,43,2.14,1
1242,126,6.99,4
1242,15,1.8,3
1242,54,19.03,3
1243,48,16.01,2
1243,70,3.42,3
1243,112,1.89,3
1243,6,1.58,3
1243,10,1.48,1
1243,104,1.64,3
1243,88,5.53,4
1243,111,1.48,4
1244,93,3.24,3
1244,57,1.88,2
1244,104,1.71,2
1244,126,6.52,4
1244,136,10.77,2
1244,68,2.22,2
1245,17,3.08,4
1245,105,1.08,2
1245,3,1.25,1
1246,1,1.5,1
1246,74,0.4,1
1246,23,6.08,2
1246,91,1.57,2
1246,18,3.72,3
1247,87,3.68,3
1247,152,2.94,2
1247,41,6.04,4
1247,3,1.1,1
1248,20,7.14,3
1248,66,2.63,3
1248,146,0.93,1
1248,70,2.93,1
1248,52,17.0,1
1248,116,1.32,1
1248,101,0.99,2
1248,7,1.48,1
1249,135,0.49,3
1249,11,0.89,4
1249,149,60.84,4
1249,63,3.33,4
1249,94,2.84,4
1249,111,1.4,1
1249,101,1.01,2
1250,105,1.05,1
1250,40,4.83,4
1250,55,16.93,3
1250,46,11.25,3
1250,14,1.94,3
1250,134,17.84,1
1250,52,18.63,2
1250,59,2.32,4
1251,105,1.19,3
1251,116,1.01,4
1251,29,9.01,1
1251,115,4.99,1
1251,20,7.55,4
1251,98,5.73,2
1251,118,4.29,1
1252,77,2.02,2
1252,78,2.22,2
1252,126,3.93,4
1252,43,1.82,3
1252,54,12.38,4
1253,5,0.82,3
1253,122,2.35,1
1254,12,1.45,4
1254,91,1.7,1
1254,141,27.77,2
1254,113,7.22,3
1254,46,11.36,4
1254,74,1.12,3
1255,109,3.75,1
1255,125,0.49,4
1255,154,3.09,4
1256,85,2.06,4
1256,142,23.64,2
1256,72,0.84,4
1256,111,1.04,3
1257,114,1.63,2
1257,7,1.51,4
1257,134,9.45,3
1257,125,0.59,2
1258,79,2.26,1
1258,89,3.15,3
1259,90,8.6,1
1259,75,1.24,2
1259,84,1.46,3
1259,23,6.72,3
1259,113,4.81,2
1260,147,3.52,1
1260,116,1.01,1
1260,20,7.55,3
1260,4,1.15,3
1261,112,1.74,3
1261,7,1.53,2
1261,125,0.4,2
1262,2,1.04,1
1262,119,1.03,4
1262,49,9.4,1
1262,35,2.85,2
1262,104,1.13,1
1262,85,2.29,3
1263,102,2.05,4
1263,46,9.56,3
1263,2,1.79,2
1263,117,3.94,3
1263,110,5.7,3
1263,131,29.18,1
1263,134,6.29,3
1263,103,3.48,2
1264,122,1.72,2
1264,97,5.35,3
1264,18,4.27,3
1264,44,19.93,3
1264,41,6.5,1
1264,70,2.33,4
1264,77,1.22,4
1264,76,2.31,1
